Gene_id	{KEGG}	{SwissProt}	{IPR}	{GO}
Belnapia_sp.F-4-1GL002526	{K00459  E1.13.12.16  nitronate monooxygenase  1.13.12.16  Metabolism; Energy Metabolism; Nitrogen metabolism [PATH:ko00910]}	{Y1533_MYCTU Putative monooxygenase Rv1533 OS=Mycobacterium tuberculosis GN=Rv1533 PE=3 SV=1}	{IPR004136; 2-nitropropane dioxygenase, NPD  IPR013785; Aldolase-type TIM barrel}	{GO:0003824; catalytic activity; Molecular Function  GO:0018580; nitronate monooxygenase activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL002527	{K00492  E1.14.13.-  --  --  Metabolism; Amino Acid Metabolism; Histidine metabolism [PATH:ko00340] Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation [PATH:ko00903] Metabolism; Xenobiotics Biodegradation and Metabolism; Aminobenzoate degradation [PATH:ko00627] Metabolism; Xenobiotics Biodegradation and Metabolism; Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361] Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation [PATH:ko00623] Metabolism; Xenobiotics Biodegradation and Metabolism; Bisphenol degradation [PATH:ko00363] Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation [PATH:ko00626] Metabolism; Xenobiotics Biodegradation and Metabolism; Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]}	{YXEK_BACSU Putative monooxygenase yxeK OS=Bacillus subtilis (strain 168) GN=yxeK PE=3 SV=1}	{IPR011251; Luciferase-like domain  IPR016215; Nitrilotriacetate monooxygenase component A/pristinamycin IIA synthase subunit A}	{GO:0004497; monooxygenase activity; Molecular Function  GO:0016705; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL002528	{NA}	{NA}	{IPR006680; Amidohydrolase 1}	{GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL002529	{K00100  E1.1.1.-  --  --  Metabolism; Carbohydrate Metabolism; Fructose and mannose metabolism [PATH:ko00051] Metabolism; Carbohydrate Metabolism; Butanoate metabolism [PATH:ko00650] Metabolism; Lipid Metabolism; Linoleic acid metabolism [PATH:ko00591] Metabolism; Xenobiotics Biodegradation and Metabolism; Chloroalkane and chloroalkene degradation [PATH:ko00625] Metabolism; Xenobiotics Biodegradation and Metabolism; Bisphenol degradation [PATH:ko00363]}	{FIXR_BRAJA Protein fixR OS=Bradyrhizobium japonicum (strain USDA 110) GN=fixR PE=3 SV=2}	{IPR002198; Short-chain dehydrogenase/reductase SDR  IPR002347; Glucose/ribitol dehydrogenase  IPR016040; NAD(P)-binding domain  IPR020904; Short-chain dehydrogenase/reductase, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function}
Belnapia_sp.F-4-1GL002530	{K00344  E1.6.5.5, qor  NADPH2:quinone reductase  1.6.5.5  Unclassified; Metabolism; Energy metabolism}	{ZDH1_STAAW Zinc-type alcohol dehydrogenase-like protein MW2112 OS=Staphylococcus aureus (strain MW2) GN=MW2112 PE=3 SV=1}	{IPR002085; Alcohol dehydrogenase superfamily, zinc-type  IPR002364; Quinone oxidoreductase/zeta-crystallin, conserved site  IPR011032; GroES-like  IPR013154; Alcohol dehydrogenase GroES-like  IPR014182; Alcohol dehydrogenase, zinc-binding type 1  IPR020843; Polyketide synthase, enoylreductase}	{GO:0008270; zinc ion binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL002531	{NA}	{YDEP_BACSU Uncharacterized HTH-type transcriptional regulator YdeP OS=Bacillus subtilis (strain 168) GN=ydeP PE=4 SV=2}	{IPR002577; Helix-turn-helix, HxlR type  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding}	{NA}
Belnapia_sp.F-4-1GL002532	{NA}	{YCBB_ECOLI Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) GN=ycbB PE=3 SV=2}	{IPR002477; Peptidoglycan binding-like  IPR005490; L,D-transpeptidase catalytic domain}	{GO:0008152; metabolic process; Biological Process  GO:0016740; transferase activity; Molecular Function}
Belnapia_sp.F-4-1GL002533	{NA}	{NA}	{IPR009045; Hedgehog signalling/DD-peptidase zinc-binding domain  IPR010275; Protein of unknown function DUF882}	{NA}
Belnapia_sp.F-4-1GL002534	{K07261  mepA  penicillin-insensitive murein endopeptidase  3.4.24.-  Metabolism; Enzyme Families; Peptidases [BR:ko01002]}	{MEPA_HAEIN Penicillin-insensitive murein endopeptidase OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=mepA PE=3 SV=1}	{IPR005073; Peptidase M74, penicillin-insensitive murein endopeptidase  IPR009045; Hedgehog signalling/DD-peptidase zinc-binding domain}	{GO:0004252; serine-type endopeptidase activity; Molecular Function  GO:0006508; proteolysis; Biological Process  GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL002535	{K01991  ABC-2.OM, wza  polysaccharide export outer membrane protein  --  Unclassified; Cellular Processes and Signaling; Pores ion channels}	{NA}	{IPR003715; Polysaccharide export protein  IPR019554; Soluble ligand binding domain}	{GO:0015159; polysaccharide transmembrane transporter activity; Molecular Function  GO:0015774; polysaccharide transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL002536	{NA}	{NA}	{IPR003856; Lipopolysaccharide biosynthesis  IPR005702; Exopolysaccharide synthesis protein}	{GO:0009103; lipopolysaccharide biosynthetic process; Biological Process  GO:0016020; membrane; Cellular Component  GO:0030234; enzyme regulator activity; Molecular Function  GO:0045227; capsule polysaccharide biosynthetic process; Biological Process}
Belnapia_sp.F-4-1GL002537	{K01784  galE, GALE  UDP-glucose 4-epimerase  5.1.3.2  Metabolism; Carbohydrate Metabolism; Galactose metabolism [PATH:ko00052] Metabolism; Carbohydrate Metabolism; Amino sugar and nucleotide sugar metabolism [PATH:ko00520]}	{GALE_LACCA UDP-glucose 4-epimerase OS=Lactobacillus casei GN=galE PE=3 SV=1}	{IPR001509; NAD-dependent epimerase/dehydratase  IPR005886; UDP-glucose 4-epimerase  IPR016040; NAD(P)-binding domain  IPR025308; UDP-glucose 4-epimerase C-terminal domain}	{GO:0000166; nucleotide binding; Molecular Function  GO:0003824; catalytic activity; Molecular Function  GO:0003978; UDP-glucose 4-epimerase activity; Molecular Function  GO:0006012; galactose metabolic process; Biological Process  GO:0044237; cellular metabolic process; Biological Process  GO:0050662; coenzyme binding; Molecular Function}
Belnapia_sp.F-4-1GL002538	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002539	{NA}	{NA}	{IPR002656; Acyltransferase 3}	{GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function}
Belnapia_sp.F-4-1GL002540	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002541	{NA}	{NA}	{IPR002656; Acyltransferase 3}	{GO:0016747; transferase activity, transferring acyl groups other than amino-acyl groups; Molecular Function}
Belnapia_sp.F-4-1GL002542	{NA}	{NA}	{IPR001547; Glycoside hydrolase, family 5  IPR013781; Glycoside hydrolase, subgroup, catalytic domain  IPR017853; Glycoside hydrolase, superfamily}	{GO:0003824; catalytic activity; Molecular Function  GO:0004553; hydrolase activity, hydrolyzing O-glycosyl compounds; Molecular Function  GO:0005975; carbohydrate metabolic process; Biological Process  GO:0043169; cation binding; Molecular Function}
Belnapia_sp.F-4-1GL002543	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002544	{K02022  ABC.MR.TX  --  --  Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules}	{NA}	{IPR003997; RTX secretion protein D, Gram-negative bacteria  IPR006143; RND efflux pump, membrane fusion protein  IPR010129; Type I secretion membrane fusion protein, HlyD}	{GO:0009276; Gram-negative-bacterium-type cell wall; Cellular Component  GO:0009306; protein secretion; Biological Process  GO:0015031; protein transport; Biological Process  GO:0016020; membrane; Cellular Component  GO:0016021; integral to membrane; Cellular Component  GO:0055085; transmembrane transport; Biological Process}
Belnapia_sp.F-4-1GL002545	{K12536  hasD, prtD  ATP-binding cassette, subfamily C, bacterial HasD  --  Environmental Information Processing; Membrane Transport; Secretion system [BR:ko02044]}	{PRSD_RHIME Type I secretion system ATP-binding protein PrsD OS=Rhizobium meliloti (strain 1021) GN=prsD PE=1 SV=2}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR010128; ATPase, type I secretion system, PrtD  IPR011527; ABC transporter, transmembrane domain, type 1  IPR017871; ABC transporter, conserved site  IPR017940; ABC transporter, integral membrane type 1}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0006810; transport; Biological Process  GO:0008565; protein transporter activity; Molecular Function  GO:0016021; integral to membrane; Cellular Component  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function  GO:0030253; protein secretion by the type I secretion system; Biological Process  GO:0030256; type I protein secretion system complex; Cellular Component  GO:0042626; ATPase activity, coupled to transmembrane movement of substances; Molecular Function  GO:0055085; transmembrane transport; Biological Process}
Belnapia_sp.F-4-1GL002546	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002547	{NA}	{NA}	{IPR018759; Protein of unknown function DUF2320}	{NA}
Belnapia_sp.F-4-1GL002548	{NA}	{NA}	{IPR004629; Glycosyl transferase WecB/TagA/CpsF}	{GO:0009058; biosynthetic process; Biological Process}
Belnapia_sp.F-4-1GL002549	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002550	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002551	{NA}	{NA}	{IPR001173; Glycosyl transferase, family 2}	{NA}
Belnapia_sp.F-4-1GL002552	{NA}	{Y2094_SHIFL Uncharacterized protein SF2094/S2216 OS=Shigella flexneri GN=SF2094 PE=4 SV=1}	{IPR001173; Glycosyl transferase, family 2}	{NA}
Belnapia_sp.F-4-1GL002553	{NA}	{NA}	{IPR007267; GtrA-like protein}	{GO:0000271; polysaccharide biosynthetic process; Biological Process  GO:0006810; transport; Biological Process  GO:0016021; integral to membrane; Cellular Component}
Belnapia_sp.F-4-1GL002554	{K03606  wcaJ  putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase  --  Unclassified; Cellular Processes and Signaling; Membrane and intracellular structural molecules}	{NA}	{IPR003362; Bacterial sugar transferase  IPR017475; Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase}	{NA}
Belnapia_sp.F-4-1GL002555	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002556	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002557	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5  IPR006311; Twin-arginine translocation pathway, signal sequence}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002558	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002559	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5  IPR006311; Twin-arginine translocation pathway, signal sequence}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002560	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002561	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002562	{K02035  ABC.PE.S  peptide/nickel transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{NA}	{IPR000914; Bacterial extracellular solute-binding protein, family 5}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process}
Belnapia_sp.F-4-1GL002563	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL002564	{K02033  ABC.PE.P  peptide/nickel transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{Y4TP_RHISN Probable peptide ABC transporter permease protein y4tP OS=Rhizobium sp. (strain NGR234) GN=NGR_a01430 PE=3 SV=2}	{IPR000515; Binding-protein-dependent transport systems inner membrane component}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL002565	{K02034  ABC.PE.P1  peptide/nickel transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{Y4TQ_RHISN Probable peptide ABC transporter permease protein y4tQ OS=Rhizobium sp. (strain NGR234) GN=NGR_a01420 PE=3 SV=1}	{IPR000515; Binding-protein-dependent transport systems inner membrane component}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL002566	{K02031  ABC.PE.A  peptide/nickel transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{Y4TR_RHISN Probable peptide ABC transporter ATP-binding protein y4tR OS=Rhizobium sp. (strain NGR234) GN=NGR_a01410 PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR010066; Oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal  IPR013563; Oligopeptide/dipeptide ABC transporter, C-terminal  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0015197; peptide transporter activity; Molecular Function  GO:0015833; peptide transport; Biological Process  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL002567	{K02032  ABC.PE.A1  peptide/nickel transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{Y4TS_RHISN Probable peptide ABC transporter ATP-binding protein y4tS OS=Rhizobium sp. (strain NGR234) GN=NGR_a01400 PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR010066; Oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal  IPR013563; Oligopeptide/dipeptide ABC transporter, C-terminal  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0015197; peptide transporter activity; Molecular Function  GO:0015833; peptide transport; Biological Process  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
